,_label,dcnt_catid,dcnt_device,dcnt_profile,dcnt_rule,net_access,net_buf_overflow,net_ddos,net_misc,net_scan,net_trojan,net_virus,net_web_attack,network_attack,ra_network_attack,ra_weak_password,ra_web_threat,sw_rate,sw_total
7e64cf76eb6688fe5b054de77be7af8a,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.969689246,7
cfeb199e2e4a2615ef1990b42c8e0553,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.993474097,3
68787f0f992e9a3089d75e7a3cd9c6f8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.86022707,1
1349a2263031e1e44c6271fe32d67498,1,9,6,1,4,4,0,0,4,0,0,0,4,12,0.3,0,0.7,0.999797644,40
a97cabc85716d81cba1edc47bad5eb79,1,10,6,1,4,0,1,0,1,0,0,0,23,25,0.304878049,0,0.695121951,0.996973452,82
1751743abcf06161f42bd2cfeefbdd58,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.998320963,3
ad5652c73028907674dbf4da86078d1f,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.921068041,3
aa43b28e62ced8611182878cce107bb9,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999774292,2
e36a97ea7013395a225b08e6464a63c8,1,3,2,1,2,2,0,0,0,0,0,0,0,2,0.25,0,0.75,0.995085028,8
c04f60141dfad1f12c5075e6abdb5927,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0.869077617,1
271173af7a5811523070306ac4f82c93,0,2,3,1,2,0,0,0,0,0,0,0,2,2,0.4,0.6,0,0.998804772,5
f9d7a5765eb857372457faf042bf9a24,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9919245,4
af2356665816e7fecbb76084cb1f158f,1,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999375061,98
6983e6c02f4a2b223ba91b2238ae3e81,1,7,5,1,4,2,23,0,0,0,0,0,2,27,0.529411765,0,0.470588235,0.999661884,51
b6abc30007c787016c7b5d9a0c628fc3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.996960585,1
2caa8090d4b88af2590d764b73e8097f,1,4,5,1,3,2,0,0,1,0,0,0,0,3,0.25,0,0.75,0.993518519,12
cc7e3951fffd481288888378fefb4876,1,2,3,1,2,0,20,0,0,0,0,0,0,20,0.909090909,0,0.090909091,0.999695505,22
1d337ec5d7011ace93bf128dac36ee1c,1,6,4,1,3,1,2,0,0,0,0,0,0,3,0.214285714,0,0.785714286,0.999632392,14
d221cf2e29455fe1e10375834c468859,1,6,4,1,4,1,0,0,1,0,0,0,1,3,0.333333333,0,0.666666667,0.990067916,9
11881cfa5d3bb80be4641f1bbed64313,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.995335556,1
e35fd921bec6c9bc758c38b445f737e9,1,6,5,1,3,0,9,0,0,0,0,0,8,17,0.346938776,0,0.653061224,0.991777193,49
0615f75617801f19964f1b5231a248c9,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.987675068,4
a9409aabf0469880042d5a48a9347854,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.998696471,17
8f2ebb3762246e5a294b3265adb9feb1,0,7,4,1,3,1,0,0,0,0,0,0,1,2,0.153846154,0.153846154,0.692307692,0.993402079,13
a695eac2ac27d378f27686f4680d2e7d,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.990195347,1
b1ed30cbb96eab2812146dadf0a0a0e5,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.994309273,16
f31e94f9424371c35293c09cfd95ead6,1,5,4,1,3,10,2,0,0,0,0,0,0,12,0.375,0,0.625,0.99956306,32
5772058f027ee6b032bf10fe201dd1b5,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.983884267,70
7c1c4fe8e2f843f56517895b99420c67,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.985796728,2
31daa177028e117828b2582287770646,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.987598711,6
e89187bd18252ab27c77dafc4cdc6409,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999137268,77
ce30f6b1a0e240664aa79972c834cf37,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999664398,4
90a6ef63ea5b854252facfe95e64b975,1,7,7,1,3,0,0,0,0,275,0,0,7,282,0.736292428,0,0.263707572,0.999804434,383
48e1a1449a70166555a15fec408526ca,1,3,3,1,3,0,1,0,0,2,0,0,0,3,0.6,0,0.4,0.999016281,5
6eefc21a484999e605da60e786f0f059,1,4,3,1,3,55,1,0,0,0,0,0,0,56,0.949152542,0,0.050847458,0.985115855,59
6cc92d30cbcc8c4d9a288dec71671c71,0,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0.111111111,0.888888889,0.999735792,18
69097566dcadf9fe31e86b9d0b3e44b5,1,4,4,1,3,1,0,0,0,0,0,0,1,2,0.111111111,0,0.888888889,0.997131357,18
df0f7a9739f48d448306da9b1fc8b221,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.995929712,2
378ff815dec74e18c51953fab46393d2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.984899331,14
d409bac25dc9a4fed68d1052ade1a8da,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.995961614,5
3a458e383eb98f4b5ee981499e043956,1,3,4,1,2,0,1,0,0,0,0,0,0,1,0.166666667,0,0.833333333,0.988906873,6
5f2e87e34e97f84d08f7047ad3d6d152,1,2,11,1,2,29,124,0,0,0,0,0,0,153,1,0,0,0.99964828,153
1813554acb23dcef38e38578284369be,1,2,1,1,2,0,2,0,0,0,0,0,1,3,1,0,0,0.962151891,3
61f31bfd35221b5019d01d06efbe932b,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.996132276,2
494a675528ed959c34646346b84af4de,1,1,1,1,1,0,3,0,0,0,0,0,0,3,1,0,0,0.771685263,3
6085d0aeea602307641f474a3f476dd7,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.980627488,22
d02475bb76853e33b28040c5b8751efc,1,8,5,1,3,0,0,615,0,0,0,0,20,635,0.982972136,0,0.017027864,0.916657543,646
351455fa6649b6f961820590029c0e4e,1,3,3,1,3,0,2,0,0,0,0,0,41,43,0.977272727,0,0.022727273,0.999872302,44
61956d21786933ceabc1eecb6a3c4e32,1,5,8,1,3,0,5,0,0,22,0,0,0,27,0.72972973,0,0.27027027,0.999792595,37
6dab8777318c41af2c7c63628a8f50f5,1,3,4,1,3,0,59,0,0,0,0,0,15,74,0.986666667,0,0.013333333,0.99972564,75
36afcd5e70baa9b283a908b6973cfd9d,1,6,5,1,4,1,722,0,0,0,0,0,1,724,0.997245179,0.00137741,0.00137741,0.95128878,726
140d9489834032ce1acae021728822f6,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.981436427,4
2618f9a486985d9069afe291ea29b2d5,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999919411,14
5ebbdc28952aab29cd62909d00084e93,0,4,5,1,2,0,0,0,0,0,0,0,6,6,0.166666667,0,0.833333333,0.999914944,36
df280fe4092f523ac6a1bc9bb51e8755,1,6,6,1,3,0,0,0,1,42,0,0,0,43,0.614285714,0,0.385714286,0.996119174,70
201b82c9a70bcc4aad5e30ace93800d6,1,11,7,1,3,1,0,0,0,0,0,0,2,3,0.033707865,0,0.966292135,0.99993946,89
dfba861eac8e0b18207bddcde74e8a8f,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0.081081081,0.918918919,0.999484238,37
aa848529681ad720042b4ea62b2d93f1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999335465,10
1ad73469edebe93b51a37468063e10c5,1,7,5,1,3,30,2,0,0,0,0,0,0,32,0.8,0,0.2,0.999100423,40
b4972ab15ec79f8d12460fd6b8159a79,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999264151,22
766ff40cfaceb580a15309d971167c6a,1,3,4,1,3,1,0,0,0,0,0,0,1,2,0.333333333,0,0.666666667,0.99971612,6
577c44f0ca5448abecf9ad09f168ff70,1,18,9,1,4,39,14,0,0,0,0,0,59,112,0.46090535,0,0.53909465,0.989893139,243
d060ce776e116b4f0f4a05c706811cfa,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.998687316,37
3ba71f1ac50de4fd8f64f9793f8cd5fc,0,3,2,1,2,0,1,0,0,0,0,0,0,1,0.043478261,0,0.956521739,0.997995012,23
abf275d145774439059ce90de2a15574,1,5,5,1,3,0,3,0,0,0,0,0,3,6,0.085714286,0,0.914285714,0.998491836,70
e50c88ea02ab968ab68d10b950ed123b,1,17,3,1,5,31,102,0,0,0,4,0,85,222,0.991071429,0,0.008928571,0.999850694,224
62bc7b122e61029b075dd8355df674bd,1,4,5,1,2,0,3,0,0,0,0,0,0,3,0.166666667,0,0.833333333,0.998189622,18
a62fdf4d72822130615eca6d0eaf3741,0,2,2,1,2,1,2,0,0,0,0,0,0,3,1,0,0,0.991446642,3
c55c9fffaf74bf32387d064902aea6a2,1,3,2,1,2,1,0,0,0,0,0,0,0,1,0.1,0,0.9,0.989210596,10
89216940e6fb0bc2b24fe2b2946ab14c,1,9,9,1,2,0,1,0,0,0,0,0,0,1,0.009708738,0,0.990291262,0.997339328,103
ac5032dd61ec3b3299468cfb44c049fe,1,5,5,1,2,0,42,0,0,0,0,0,0,42,0.583333333,0,0.416666667,0.998635235,72
e6c65b951bdb3043e96938b185c6d04b,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.997907076,2
b21ca16cd87051c434d3f0c8a08108ae,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0.989978122,1
ddf9f59b47d3e73378b2f348b3a6bdb4,0,3,5,1,2,0,14,0,0,0,0,0,0,14,0.451612903,0,0.548387097,0.999366556,31
363e2f41cef9a64182edf9ec748baf15,0,2,2,1,2,0,0,0,0,0,0,0,7,7,0.875,0.125,0,0.996594839,8
9096ae8873f70e4d80d3bc262d9f69fd,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.997885846,7
b8cae2aa18d59e94ef852639d770fae0,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.99927376,26
b9aee439ef732d5c148fd5ca99b10550,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.935419728,3
6a0beb7cd5212c48e3f8f191cfb9f623,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.869690198,3
42c021e92e07047a7791ce9ec978a8c1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.980996291,8
e6cf98a35be5bbc8792e251b22a87709,1,1,2,1,1,0,0,0,2,0,0,0,0,2,1,0,0,0.992878781,2
56b3fa02811e8c62d4ed2fa04604ab49,1,2,2,1,2,2,0,0,0,0,0,0,0,2,0.666666667,0,0.333333333,0.998494056,3
4fc51027abfb4065f581bf60dfccdf7f,0,1,1,1,1,0,0,0,0,0,0,0,2,2,1,0,0,0.985163394,2
536ca3b1c9f335243c843116370df82a,1,1,1,1,1,0,0,0,0,172,0,0,0,172,1,0,0,0.903961904,172
96cecd7ac4f218383049b78e369d9aa1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.998558712,14
9ec66bf2c24d361b1b6c3c948275c784,1,4,3,1,3,21,8,0,0,0,0,0,0,29,0.852941176,0,0.147058824,0.99301527,34
ee6abc7653cba64d333112e7bb1f6ecc,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.785460781,6
1cbb411020835cae80720eb1b886099d,1,5,7,1,2,0,0,0,0,0,0,0,1,1,0.004587156,0.004587156,0.990825688,0.999332946,218
507064e85de0db1a1060f8f17f98b3de,1,9,5,1,4,4,0,0,1,0,0,0,6,11,0.174603175,0,0.825396825,0.998406264,63
81f103f27442ec3fd326e9f0b261afe0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.994256254,23
0c11e469bb3f13e81307bc75e7cbb248,1,3,4,1,2,0,6,0,0,0,0,0,0,6,0.5,0,0.5,0.988273678,12
d502d6d57e81b6d64c4af199aff28b33,1,7,9,1,4,0,30,0,0,127,0,0,3,160,0.792079208,0,0.207920792,0.998584097,202
875939489f43aa095208a2b6fba250cf,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.999353692,5
2a7a13b7e0401cdc7a0231c497307d8a,1,5,3,1,3,1,0,0,0,0,0,0,3,4,0.571428571,0,0.428571429,0.997143109,7
0dd3aa066407b0cbc5a22f11adc37613,1,1,2,1,1,48,0,0,0,0,0,0,0,48,1,0,0,0.600398134,48
a1c1fb6e252326b69724649ab4af88e7,1,2,1,1,2,0,0,0,0,0,0,0,2,2,0.5,0,0.5,0.965454254,4
8f7f7b2db1ef523680dc21e4b03839f9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.99299466,15
a104ed32bdebb978f9deb6bd7c9e2570,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.939253378,2
2d913e5b14ee0d0d9072d4e16b411382,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0.749933371,1
1d8e34956acfc4c86b21e9eb8fd41b04,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.990359725,2
3c5a9d637c6a31aa5987887d6701f24e,1,3,2,1,2,0,2,0,0,0,0,0,0,2,0.666666667,0,0.333333333,0.998985495,3
250c0e571bb0f9ecfa073d1c41d39fca,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.99672744,1
7a9f28d09c96c3e187a582f88e5a6389,1,5,2,1,3,2,0,0,0,0,0,0,1,3,0.06,0,0.94,0.999346817,50
cc7bcd1022637e226a96c039ccfa9e02,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.990736749,3
1f16089bb97703cfefb592c274818480,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.909703769,3
dd69ba950dcce852cdbf750b1d637363,1,5,3,1,2,0,0,0,0,0,0,0,3,3,0.333333333,0,0.666666667,0.998883763,9
44920c0142d8ec31db42d4292a10fb28,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.715466388,2
1f9726aa3880bb19f9b8e38d9859d0be,1,9,7,2,4,1,1,0,0,0,0,0,6,8,0.25,0.28125,0.46875,0.771522124,32
3bc5db0da9bc1f4524791258ef202fc3,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.994779425,7
9a7800f1fe828d5537ba84f347d2236c,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.988905855,1
5daae7ba83d6f0be2901d9e0c11064a7,1,1,1,1,1,0,6,0,0,0,0,0,0,6,1,0,0,0.994717755,6
0f3d999813e50318b62c63fba9266fe2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.315702636,1
d2bc255ada181289ff0924c264be7359,1,5,6,1,3,0,1,0,0,0,0,0,1,2,0.25,0,0.75,0.998007549,8
66d115a63373eb3ab198b5065f888828,1,7,6,1,2,0,3,0,0,0,0,0,0,3,0.166666667,0,0.833333333,0.999653225,18
6b5a248e75907d894e5a9ca890737f06,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999919728,3
efba0709d4cac74a546c551b966a0e39,1,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.997537199,10
34f3aacccdb68671075d2b90a1a5ec6b,0,10,2,2,1,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.937164238,10
4d21f9381649630f533b4a4be7e26f48,1,1,1,1,1,0,0,0,0,18,0,0,0,18,1,0,0,0.965537722,18
a538dbc07cf5626b7c483289203bb29e,0,7,9,1,4,1,0,0,0,6,0,0,12,19,0.351851852,0,0.648148148,0.212404802,54
10b2dc2fae818dc87ed30454316fd713,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.990297444,12
ab2bfe6b7b3778a567b134b914967546,1,6,3,1,2,0,0,0,0,0,0,0,3,3,0.166666667,0,0.833333333,0.999591012,18
37abb5319ab0473fd7e979150ae3e78f,1,5,6,1,2,0,0,0,0,0,0,0,11,11,0.392857143,0,0.607142857,0.999685381,28
e02afb45db8c7c2a1ce8d6c748fa6861,1,4,4,1,2,0,1,0,0,0,0,0,0,1,0.125,0,0.875,0.998408795,8
1ace24fde78249ec9ca5687cbf3ada48,1,4,4,1,2,0,0,0,3,0,0,0,0,3,0.375,0.125,0.5,0.999282141,8
e3c1bfec6e07e6642a3e928681d66075,1,13,11,4,7,7,101,16,2815,773,0,0,2,3714,0.786031746,0.001058201,0.212910053,0.999831359,4725
5629f8a9c478cd022e602126c138c644,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.99848042,5
b214dcb5e810e5b8a69ff5e62ada43b2,1,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0.125,0.875,0.966915233,16
9695ae7b2d76d2ad4f038ce1126780e8,0,3,5,1,3,0,9,0,0,0,0,0,4,13,0.928571429,0,0.071428571,0.999217999,14
550191a3164c1a9ddb77cec0dfcfd7ca,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.987448319,3
20c51c19f0ee4e674704dc64b95cac42,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.997388117,1
01e6ddf1bada02b3eb2cd766c0abcc2e,1,6,3,1,4,2,172,0,0,0,0,0,1,175,0.956284153,0,0.043715847,0.995701417,183
9516adb0be01e723f37e80a2c4d410dd,1,7,4,1,3,0,5,0,0,0,0,0,7,12,0.545454545,0,0.454545455,0.999660262,22
739dd4f9254b4f435e7ef420a509a967,1,4,5,1,2,4,0,0,0,0,0,0,0,4,0.285714286,0,0.714285714,0.990851932,14
e37cb9c4e2d659a2b737f6d0d07f960e,1,2,2,1,2,1,0,0,0,0,0,0,0,1,0.5,0.5,0,0.995937717,2
3c3761e47a54fb42b2493309ada169ed,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.98839002,2
3cebab84cd877aa365e52480872f67ab,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.998598294,3
4a1a5d3562b444da570b7f4fbac4a516,1,2,2,1,2,1,0,0,0,0,0,0,1,2,1,0,0,0.945310557,2
2ada15a9e572d2d08664394192abffc5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.920992335,1
a8af2cdb82d252bb5da1757f4a9a443b,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.241602144,1
a3826dabc53d7a43a853a99ac33aa9a1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999550239,4
7f87f252d30ef9205bdecadca0af50db,1,2,6,3,1,0,0,0,0,0,0,0,0,0,0,0.005555556,0.994444444,0.998318576,360
6298f790167b7fd116dc28642b91034f,1,5,3,1,2,0,0,0,0,0,0,0,5,5,0.416666667,0,0.583333333,0.987606245,12
8e5db437b250b449f03068fa86929f56,1,3,4,1,2,0,0,0,2,0,0,0,0,2,0.1,0,0.9,0.999814051,20
a3a5cda4832d0968fba0c3b860c9b1ad,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.997360691,70
be9105ee3667cca326edb267a1f7718c,1,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.980404641,29
18d272fe7f52f69611bc9c8b09f6ea09,1,2,2,1,2,3,0,0,0,0,0,0,0,3,0.6,0,0.4,0.245463023,5
62399275bba515e155ea28f1a5fc764a,0,4,3,2,3,0,65,0,0,3,0,0,0,68,0.971428571,0.014285714,0.014285714,0.902143303,70
5582f0fa76142e20c37c6deae67ba8ab,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.998919566,13
ac3dad2cbbdcbee40f23c19d763ce6c0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.994745599,4
321f175322864f159e7d3c11a87b0f15,1,1,1,1,1,0,3,0,0,0,0,0,0,3,1,0,0,0.995600203,3
6f194720af29124ebca4f39e553f9cec,1,4,7,1,2,1,0,0,0,0,0,0,0,1,0.023255814,0,0.976744186,0.999711193,43
1ab2c9bb187e65de4251653eb1845dd6,0,3,4,1,3,0,0,6,0,0,0,0,1,7,0.636363636,0,0.363636364,0.273244122,11
995061e591dd3e47ae83dc9a8980bba8,1,2,3,1,1,11,0,0,0,0,0,0,0,11,1,0,0,0.992203017,11
5af40a8cbe9e9e925ed85ad505d45a09,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.317036848,2
85749a2420948a67ac7fcbfd72778b24,0,6,3,1,4,1,1,0,1,0,0,0,0,3,0.375,0,0.625,0.540364799,8
42c30976db250ffb4a19505a67ae3175,1,8,6,1,3,3,1,0,0,0,0,0,0,4,0.173913043,0,0.826086957,0.999353817,23
187f4d3ea697f66faa71cd4adaba0cac,1,7,6,1,2,0,0,0,0,0,0,0,2,2,0.036363636,0,0.963636364,0.996123026,55
179adf965f345e1889f119cb918d2269,0,3,3,1,2,0,8,0,0,0,0,0,0,8,0.571428571,0,0.428571429,0.971043871,14
5b5974f7e3a48f0e093475894bdd27d2,1,4,2,1,2,2,0,0,0,0,0,0,0,2,0.333333333,0,0.666666667,0.999030194,6
b5bdf9cff81ec71064f30f4996612cb4,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.988800157,52
fe19474b0b92317b2a5bf3d1348c3c1b,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.899887584,1
4182372beda2ef8e9a451c04e1c66a59,1,15,6,1,6,17,47,0,2,169,0,0,31,266,0.981549815,0.003690037,0.014760148,0.99984963,271
76801f53c241bc99b5cce50eeaaf1b1b,1,3,1,1,3,1,4,0,0,0,0,0,1,6,1,0,0,0.958144742,6
762cc949472fa2d42ba8ee075569d5cb,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.602208818,1
1cbdecfe62c2393a3606496cf34e96de,1,4,4,1,3,2,7,0,0,0,0,0,0,9,0.473684211,0,0.526315789,0.999007624,19
5514eccb93af5f026af1218b1327da28,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999148583,2
4e39b29b2ee09fabc632239633d187e0,0,2,2,1,2,1,0,0,0,0,0,0,0,1,0.25,0,0.75,0.977026113,4
1eebb2b464748c51d563def9ce46106c,1,2,1,1,2,14,0,0,0,0,0,0,0,14,0.875,0,0.125,0.81181079,16
78c15198bf6fbaf5c86c8f721605e2c8,1,7,6,1,4,2,6,0,0,75,0,0,0,83,0.954022989,0,0.045977011,0.99764952,87
7e0446201897496bd05b2e6ee237c20c,1,5,4,1,2,0,1,0,0,0,0,0,0,1,0.041666667,0,0.958333333,0.999538691,24
3842066e9ecc36bd39915fc11253f6f4,1,7,3,1,3,0,58,0,0,0,0,0,9,67,0.8375,0,0.1625,0.990302642,80
fc0ddc7edf3e08cb57c9b557ca61cd1b,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.996989642,5
cb54fbef9e4b2425c20241aabd9855f7,1,8,6,1,2,0,0,0,0,0,0,0,3,3,0.078947368,0,0.921052632,0.973697003,38
860788cdf75a9c41083b3e2a49b343ed,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.70690475,1
46b40a593f47066d0e0977e2c175d3f1,1,2,1,1,2,0,0,0,0,0,0,0,2,2,0.125,0,0.875,0.992251177,16
71d86858f598beead80e4b654f16e9a7,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.994863526,5
1e1ff16359dadcba08cca8939951add8,1,3,2,1,3,1,0,4,0,0,0,0,0,5,0.833333333,0,0.166666667,0.9601804,6
83016e7809d55fb0ad6658346bf5c4b4,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.998159774,10
44d30b55945dd788823e3bb655d5198a,1,2,4,1,2,0,108,0,0,0,0,0,0,108,0.990825688,0,0.009174312,0.999624138,109
939a3ab9a019a5f701feb68773ced297,1,3,4,1,2,0,16,0,0,0,0,0,0,16,0.571428571,0,0.428571429,0.999182898,28
ead053dcab2c1bd219da535a17e933cd,1,3,3,1,2,58,0,0,0,0,0,0,0,58,0.865671642,0,0.134328358,0.978390834,67
dfb5fc9740e6665b0234d8bf85cc460f,1,1,1,1,1,0,0,0,0,115,0,0,0,115,1,0,0,0.996788169,115
29c178526a847e0b628efcf5a10d1612,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999517408,2
0819be5b1038734df5a4e29183c13952,1,3,2,1,2,0,1,0,0,0,0,0,0,1,0.0625,0,0.9375,0.981791862,16
ac1cfe83820dd48e751000d75e00bbf3,1,13,10,1,4,327,0,0,2,0,0,0,8,337,0.675350701,0,0.324649299,0.999946208,499
b23d60ee7e3c718297b05ec2f4abdd67,1,1,1,1,1,3,0,0,0,0,0,0,0,3,1,0,0,0.992278501,3
6457d66f2b199354057877061d1fb3da,0,7,5,1,3,0,1,0,2,0,0,0,0,3,0.230769231,0,0.769230769,0.995846408,13
68a395fdff65d18efbefe8086455bd9e,1,9,2,1,3,2,141,0,0,0,0,0,0,143,0.831395349,0,0.168604651,0.925299446,172
da887b385548da80b2f6fe06df6c7858,1,4,5,1,2,0,0,0,0,0,0,0,9,9,0.75,0,0.25,0.998306941,12
6835974dfe7b8e4fe3c1c7bac8106ba8,1,5,6,1,2,0,7,0,0,0,0,0,0,7,0.466666667,0,0.533333333,0.997171357,15
e8043ea02f4b4d7c8e372003fa82ccf1,1,3,5,1,2,0,0,0,0,0,0,0,21,21,0.75,0,0.25,0.998414057,28
aa0c2ebde8704520ed6de38a7cae7370,1,3,4,1,2,0,8,0,0,0,0,0,0,8,0.8,0,0.2,0.998356002,10
62d6df7047cf0a9c238d4993b237a7f9,1,7,1,1,4,2,1,0,0,0,0,0,1,4,0.036036036,0,0.963963964,0.993998035,111
95cd1add871de5d2a738afabc78cd837,1,6,5,1,3,0,1,0,0,0,0,0,7,8,0.470588235,0,0.529411765,0.96075453,17
7012598d2b3d99373292de664b383dbd,1,10,11,1,6,4,7,0,2,0,0,3,7,23,0.605263158,0,0.394736842,0.999810213,38
4a95de420b5f8395b1b7fe9ec01fa020,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.989296182,6
18e8934b982ef1ae4995152277caca3f,0,2,2,1,2,4,0,0,0,0,0,0,0,4,0.142857143,0,0.857142857,0.991429317,28
522529fdd7f73b8abdf2664197c081e6,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.999322314,6
e1fad356ce39ddb1d40801abd60a0de5,0,4,2,2,2,0,0,0,0,0,0,0,1,1,0.028571429,0,0.971428571,0.99990749,35
e4030f5abc13738dd7b57a9832d36212,0,2,1,1,2,0,0,0,0,0,0,0,1,1,0.333333333,0,0.666666667,0.815764278,3
9be1396a54d31a64bbab5c5a0eabdfa4,1,8,7,1,3,22,2,0,0,0,0,0,0,24,0.233009709,0,0.766990291,0.999486211,103
59303932d213656962ffbebdca17cdf3,1,2,1,1,2,0,3,0,0,0,0,0,0,3,0.3,0,0.7,0.982438005,10
0b59149bc54e2f1a32751203ca506074,1,7,4,1,3,0,1,14,0,0,0,0,0,15,0.714285714,0,0.285714286,0.992781367,21
6a903ab4fd5c4c6f5d49e46f7169defe,1,3,3,1,2,0,0,0,0,0,0,0,6,6,0.375,0,0.625,0.997929491,16
cd6d6096c6e5d9827fd23016235c134b,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.994856762,19
