,__EVENTCASE__,__NOTIFICATION__death_period,__NOTIFICATION__distinct_payload_app_id,__NOTIFICATION__distinct_payload_notification_id,__NOTIFICATION__distinct_payload_notification_type_id,__NOTIFICATION__distinct_payload_pmac_batch_id,__NOTIFICATION__distinct_payload_pmac_campaign_id,__NOTIFICATION__distinct_payload_pmac_request_id,__NOTIFICATION__distinct_payload_profile_id,__NOTIFICATION__entropy_for_hours_of_day,__NOTIFICATION__event_type_sent,__NOTIFICATION__hours_of_day_0,__NOTIFICATION__hours_of_day_1,__NOTIFICATION__hours_of_day_10,__NOTIFICATION__hours_of_day_11,__NOTIFICATION__hours_of_day_12,__NOTIFICATION__hours_of_day_13,__NOTIFICATION__hours_of_day_14,__NOTIFICATION__hours_of_day_15,__NOTIFICATION__hours_of_day_16,__NOTIFICATION__hours_of_day_17,__NOTIFICATION__hours_of_day_18,__NOTIFICATION__hours_of_day_19,__NOTIFICATION__hours_of_day_2,__NOTIFICATION__hours_of_day_20,__NOTIFICATION__hours_of_day_21,__NOTIFICATION__hours_of_day_22,__NOTIFICATION__hours_of_day_23,__NOTIFICATION__hours_of_day_3,__NOTIFICATION__hours_of_day_4,__NOTIFICATION__hours_of_day_5,__NOTIFICATION__hours_of_day_6,__NOTIFICATION__hours_of_day_7,__NOTIFICATION__hours_of_day_8,__NOTIFICATION__hours_of_day_9,__NOTIFICATION__live_period,__NOTIFICATION__locale,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_ARP_SPOOFING_FOUND,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_BOX_CONNECTED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_BOX_DISCONNECTED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_CONNECTED_AT_HOME,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_CONTINUE_BROWSING_REQ,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_DEFAULT_PASSWORD,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_DIAMOND_APP_INSTALLED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_GENERIC,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_IDENTIFY,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_INAPPROPRIATE_APP,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NETWORK_ATTACK,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NETWORK_CONTROL,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NETWORK_CONTROL_BLOCK,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_DEVICE_JOINED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_DEVICE_JOINED_ROUTER,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_IN_CLIENT_VERSION,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_PATTERN_UPDATE,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_RANSOMWARE,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_RENEW_SUCCESS,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_UNABLE_TO_CONTINUE,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEBSITES_FILTERING,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEBSITES_FILTERING_BLOCK,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEBSITES_FILTERING_DENIED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEB_THREATS,__NOTIFICATION__rate,__NOTIFICATION__station_final_status,__NOTIFICATION__total_event,__STATIONID__
1183,CC2D-3E58-46B4-92C6-8A5A_2017-05-18 03:12:43,606388.0,2,10,10,1,1,1,1,2.3257781077142967,360,28,12,40,12,12,10,6,14,6,6,8,8,24,8,6,8,14,14,26,10,20,22,28,18,1378042.0,0,0,0,6,34,8,0,0,0,2,142,2,116,0,20,0,0,0,0,0,0,0,28,0,2,0.6944271150909833,1,360,CC2D-3E58-46B4-92C6-8A5A
1184,F54C-6F6D-2694-DD9A-96CE_2017-07-16 09:33:44,327632.0,1,2,2,1,1,1,1,0.2868359830561607,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1277307.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7958601541865454,1,2,F54C-6F6D-2694-DD9A-96CE
1185,6D5F-9FAF-4B44-AFE9-C3CB_2017-09-25 11:49:54,30690.0,1,2,2,1,1,1,1,0.2868359830561607,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3034759.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9899884160525914,1,2,6D5F-9FAF-4B44-AFE9-C3CB
1186,7882-2925-3B44-27B5-68D4_2017-08-23 04:59:10,2311.0,1,6,6,1,1,1,1,1.7694950060960324,56,4,1,3,4,3,2,3,2,0,2,0,0,15,2,1,0,1,5,1,1,1,4,1,0,7182333.0,0,0,1,10,0,0,0,0,0,0,0,11,0,0,22,0,0,0,0,0,0,0,1,0,11,0.9996783417522148,1,56,7882-2925-3B44-27B5-68D4
1187,4DBC-9E6B-56D4-5C4B-EECD_2017-08-01 14:03:47,7396.0,1,4,4,1,1,1,1,2.1855673437540357,355,17,15,15,11,10,14,14,13,19,17,11,19,17,20,14,14,18,17,12,18,13,11,14,12,2525885.0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,343,0.9970804660043636,0,355,4DBC-9E6B-56D4-5C4B-EECD
1189,F5D7-FC38-3245-E588-6EBB_2017-05-25 02:15:29,21045.0,1,3,3,1,1,1,1,0.5442837329694393,5,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1642802.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9873516014393149,1,5,F5D7-FC38-3245-E588-6EBB
1191,87F9-94DF-432B-43DD-9D3C_2017-10-22 15:17:35,492049.0,1,6,6,1,1,1,1,2.166649565640593,108,5,0,10,6,6,2,3,5,0,3,0,1,1,10,8,5,10,4,4,4,5,8,2,6,17088416.0,0,0,7,11,0,0,0,0,0,0,0,7,0,0,4,0,1,0,0,0,0,0,0,0,78,0.9720116049262634,1,108,87F9-94DF-432B-43DD-9D3C
1192,EF3A-48C4-3CD4-DBAB-6E56_2017-07-21 13:38:46,1355.0,1,3,3,1,1,1,1,0.4563344322932884,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,643459.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9978986188265144,1,4,EF3A-48C4-3CD4-DBAB-6E56
1194,A53D-38B7-8724-C249-C7C6_2017-08-15 16:23:42,107250.0,1,3,3,1,1,1,1,0.5660857389596289,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,605387.0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8495026219519896,1,6,A53D-38B7-8724-C249-C7C6
1196,69EB-ECB3-E458-5877-F7DE_2017-06-23 08:18:19,1595.0,3,7,7,1,1,1,1,2.3152501269136434,203,12,3,3,9,12,12,15,0,5,6,11,3,8,0,0,0,0,20,9,6,14,9,31,15,888685.0,0,0,0,18,83,0,11,2,0,0,0,2,0,0,44,0,0,0,0,0,0,0,0,0,43,0.9982084288089141,1,203,69EB-ECB3-E458-5877-F7DE
1198,5F99-CEDA-BBAF-4DE9-A3E6_2017-09-01 10:14:00,1336.0,2,6,6,1,1,1,1,1.9497587585202285,140,6,6,18,2,8,2,0,8,2,0,0,6,4,6,14,6,10,6,4,4,4,4,4,16,20841519.0,0,0,16,84,0,0,0,0,0,0,0,12,0,0,6,0,2,0,0,0,0,0,0,0,20,0.9999359012956718,1,140,5F99-CEDA-BBAF-4DE9-A3E6
1199,6496-AAA6-7544-359A-9E53_2017-09-14 15:40:44,3147798.0,1,5,5,1,1,1,1,2.2186433749337597,338,11,30,22,12,8,0,0,0,0,0,0,0,15,2,0,0,0,26,24,29,50,38,32,39,12031568.0,0,0,4,4,0,0,0,0,0,0,0,35,0,0,190,0,0,0,0,0,0,0,0,0,105,0.7926265168123623,1,338,6496-AAA6-7544-359A-9E53
1200,C692-6CF6-374D-4BA6-EB96_2017-10-22 13:02:17,4875.0,1,5,5,1,1,1,1,1.3506571017544884,26,2,0,2,2,0,0,1,0,0,0,0,2,1,4,3,0,1,1,0,0,2,4,0,1,13411468.0,0,0,3,11,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,7,0.9996366371968874,1,26,C692-6CF6-374D-4BA6-EB96
1201,85DA-4E7F-E8B4-2378-A5A3_2017-10-06 22:51:25,216545.0,1,2,2,1,1,1,1,0.2868359830561607,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1784340.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8917753893901949,1,2,85DA-4E7F-E8B4-2378-A5A3
1202,43AC-F4AD-4B8B-B2C8-BA77_2017-10-19 04:06:48,6064.0,2,6,6,1,1,1,1,2.694153703984459,538,22,20,22,24,4,44,10,16,28,36,24,20,16,12,8,42,4,26,32,20,32,34,28,14,4588158.0,0,0,258,260,0,0,0,1,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,8,0.9986800811976436,1,538,43AC-F4AD-4B8B-B2C8-BA77
1204,D44E-D499-3E94-CE69-543D_2017-06-11 13:55:32,334804.0,1,4,4,1,1,1,1,0.8151862107956462,10,0,0,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,640509.0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,2,0.6567214832571697,0,10,D44E-D499-3E94-CE69-543D
1206,7479-AFD8-6D44-B248-2723_2017-09-06 15:15:25,1144.0,1,7,7,1,1,1,1,1.88435274054966,170,2,0,0,2,0,0,10,113,8,9,4,3,0,8,3,0,0,0,1,1,2,3,0,1,8513755.0,0,0,1,5,0,0,0,0,0,0,2,2,0,155,0,0,0,0,0,0,0,0,1,0,4,0.9998656472613474,1,170,7479-AFD8-6D44-B248-2723
1207,8448-CDB6-F4B4-96A5-B6D4_2017-07-03 11:33:43,262141.0,1,2,2,1,1,1,1,1.1531071174453749,21,2,4,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,1,3,3057057.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0.9210227892400512,1,21,8448-CDB6-F4B4-96A5-B6D4
1208,A894-5BA6-4B3F-86F5-5A92_2017-08-16 08:53:12,4140.0,1,4,4,1,1,1,1,1.1456775932857572,23,1,1,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,3,3,4,0,3,1,0,813017.0,0,0,3,2,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0.994933654120322,0,23,A894-5BA6-4B3F-86F5-5A92
1210,F766-5D7F-3BF4-659B-AE6F_2017-07-24 23:45:22,9245678.0,1,8,8,1,1,1,1,2.058768788471176,161,0,1,35,30,11,3,5,0,2,0,0,0,4,0,0,3,5,39,10,0,2,3,3,5,6873069.0,0,50,0,14,2,0,0,0,0,0,41,2,0,0,3,0,0,0,0,0,0,9,0,0,40,0.4264021887061072,0,161,F766-5D7F-3BF4-659B-AE6F
1211,5B67-DF53-5C73-4549-B644_2017-07-10 22:46:51,23032.0,1,3,3,1,1,1,1,1.0132843295512497,15,0,1,2,0,1,0,0,0,0,1,0,0,1,4,0,2,0,0,0,0,1,1,0,1,2924775.0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0.9921867340704462,1,15,5B67-DF53-5C73-4549-B644
1212,88BF-2258-64B9-FAB5-CED5_2017-10-19 04:07:04,5193.0,1,10,9,1,1,1,1,2.7878762280875944,668,26,26,53,34,37,37,25,45,26,16,15,14,18,20,32,37,36,28,17,13,28,24,18,43,2854157.0,0,0,2,1,1,0,0,0,0,0,226,7,424,0,2,0,0,0,0,0,0,2,2,0,1,0.998183852973578,1,668,88BF-2258-64B9-FAB5-CED5
1213,F6AF-FD73-2549-698D-3EB2_2017-08-25 05:05:27,9140.0,1,2,2,1,1,1,1,0.2868359830561607,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929291.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9902603387995494,1,2,F6AF-FD73-2549-698D-3EB2
1214,52CF-A6BE-3C74-4789-4BB7_2017-05-30 23:08:22,6327.0,1,4,4,1,1,1,1,1.9097057700562945,65,2,6,9,3,7,1,1,0,0,0,0,0,4,0,6,1,4,2,6,4,0,2,3,4,1626764.0,0,0,0,48,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,13,0.9961257517186732,1,65,52CF-A6BE-3C74-4789-4BB7
1215,EFEB-9A23-348B-F8BF-E743_2017-04-08 08:25:53,89283.0,1,3,3,1,1,1,1,0.3445982481028228,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1199760.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.930736988603173,0,3,EFEB-9A23-348B-F8BF-E743
1216,ACFD-A474-CDBA-46EB-DE3E_2017-11-01 07:02:25,5684.0,1,5,5,1,1,1,1,0.8151862107956462,11,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,0,2,0,0,1,2670076.0,0,0,4,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0.9978757437139356,1,11,ACFD-A474-CDBA-46EB-DE3E
1219,234C-AF7F-B274-2678-8DBB_2017-11-01 07:12:02,1126.0,1,5,5,1,1,1,1,0.887694275799104,12,0,0,0,1,0,0,0,2,1,0,0,1,1,0,1,0,2,1,0,1,1,0,0,0,696612.0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,4,0.998386213736388,1,12,234C-AF7F-B274-2678-8DBB
1221,C88C-435C-2344-23B7-A4F9_2017-08-29 03:50:25,6385.0,3,4,4,1,1,1,1,0.9798203223053884,39,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,9,3,6,0,0,1394128.0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,15,0.9954409562781638,0,39,C88C-435C-2344-23B7-A4F9
1222,4ADD-FADC-F534-A3A2-E464_2017-08-25 06:52:38,635219.0,3,5,4,1,1,1,2,0.5140966973399506,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,1,0,176474.0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0.21741471221262226,1,14,4ADD-FADC-F534-A3A2-E464
1223,CE6B-FA93-6B49-ACAC-773E_2017-09-05 22:09:48,3588.0,2,10,9,1,1,1,1,3.0625293002546226,3432,80,74,232,222,166,156,148,38,186,52,78,54,76,96,176,96,48,84,200,222,260,246,198,244,5161043.0,0,0,116,148,1194,0,0,0,0,0,878,4,990,0,14,0,0,0,0,0,0,0,30,18,40,0.9993052746653148,1,3432,CE6B-FA93-6B49-ACAC-773E
1224,997B-35C9-9D49-6E98-ABEC_2017-06-15 15:21:30,1375.0,1,2,2,1,1,1,1,0.8823830530748153,12,1,0,0,0,1,0,0,2,0,0,0,2,0,4,0,1,0,0,1,0,0,0,0,0,988151.0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.9986104458094076,1,12,997B-35C9-9D49-6E98-ABEC
1225,29C3-4C7C-74E3-9697-42C9_2017-08-15 07:27:05,220114.0,1,3,3,1,1,1,1,0.7781325481710262,9,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,1629568.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0.8809990041531464,1,9,29C3-4C7C-74E3-9697-42C9
1226,E39C-9343-59B4-54B8-9DAF_2017-10-15 20:05:00,59769.0,2,7,7,1,1,1,1,1.8919964934735665,258,8,8,10,14,18,8,8,12,10,4,6,20,12,18,6,8,12,10,4,12,12,8,12,18,2682192.0,0,2,4,2,0,0,0,0,0,6,0,226,0,0,10,0,0,0,0,0,0,0,0,0,8,0.9782020969663684,1,258,E39C-9343-59B4-54B8-9DAF
1228,7E44-E8F4-4424-584A-C4C7_2017-06-10 00:45:56,9830.0,1,1,1,1,1,1,1,0.3445982481028228,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124270.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9913323340093466,1,3,7E44-E8F4-4424-584A-C4C7
1229,EEAE-583E-D2C4-854A-DCFB_2017-10-14 02:51:46,1802.0,2,6,6,1,1,1,1,1.943990302766733,158,2,0,6,4,10,24,10,2,40,12,4,4,0,6,0,0,0,2,2,4,4,2,2,18,1418689.0,0,0,8,6,0,0,0,0,0,0,0,26,86,0,2,0,0,0,0,0,0,0,0,0,30,0.99873142455672,1,158,EEAE-583E-D2C4-854A-DCFB
1231,596E-E2D4-6F3A-4F98-8852_2017-10-18 17:18:54,82030.0,1,3,3,1,1,1,1,0.4563344322932884,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6663510.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9878393723853094,1,4,596E-E2D4-6F3A-4F98-8852
1233,E966-4687-759F-45EB-8BE4_2017-08-31 23:56:27,3404.0,5,7,7,1,1,1,1,1.7764719633802422,47,0,2,1,2,1,2,4,3,0,5,0,0,2,0,1,2,0,7,4,1,1,6,1,2,6891583.0,0,1,3,21,0,0,0,4,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,4,0.999506307988688,1,47,E966-4687-759F-45EB-8BE4
1234,C3B5-D438-EA7D-472A-5AE3_2017-09-24 16:11:44,24637.0,1,4,4,1,1,1,1,2.0482408076705214,70,5,1,3,7,7,4,5,6,2,0,0,0,1,0,0,1,2,2,1,4,4,2,8,5,1181750.0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,36,0.9795778634882504,0,70,C3B5-D438-EA7D-472A-5AE3
1235,7A35-58FB-E6C4-262A-6E5F_2017-09-08 02:47:46,3798.0,1,4,4,1,1,1,1,1.5367702195633497,37,3,2,1,2,0,4,3,0,0,0,2,0,4,0,0,0,5,3,2,0,0,3,2,1,1192827.0,0,0,18,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9968260733312442,1,37,7A35-58FB-E6C4-262A-6E5F
1237,798E-8E25-5F44-567B-39E5_2017-08-23 11:44:06,10725.0,1,4,4,1,1,1,1,1.0132843295512497,15,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,4,1,1,1,2,4172861.0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0.9974364098168412,1,15,798E-8E25-5F44-567B-39E5
1238,2278-7C24-84C4-6B5C-4554_2017-08-22 01:23:45,20516.0,1,3,3,1,1,1,1,1.1389488643790917,33,2,4,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,4,4,4,0,6,0,2,4906260.0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.9958358163634798,1,33,2278-7C24-84C4-6B5C-4554
1239,DECB-24EE-6D3F-4F95-BE6A_2017-08-24 16:05:51,22070.0,2,3,3,1,1,1,1,0.6519508373776711,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,2,920733.0,0,0,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9765910800029276,1,14,DECB-24EE-6D3F-4F95-BE6A
1240,9F46-A6D2-F47D-4992-38F3_2017-07-17 22:38:54,31980.0,1,3,3,1,1,1,1,0.7214636866925115,8,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,1007191.0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.9692254691480036,0,8,9F46-A6D2-F47D-4992-38F3
1241,43A7-BB9C-C347-5698-369A_2017-10-22 20:27:55,4870.0,1,5,5,1,1,1,1,1.3304073932436389,25,0,0,0,0,1,1,0,1,2,3,1,1,0,2,0,0,0,2,1,4,0,1,4,1,7745914.0,0,0,5,5,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,10,0.9993716764652452,1,25,43A7-BB9C-C347-5698-369A
1242,9593-AC2F-A6FE-4CFE-8BAB_2017-05-28 06:01:13,3720.0,1,3,3,1,1,1,1,1.0377968161163391,18,1,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,4,2,1,0,699657.0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0.9947112288289208,1,18,9593-AC2F-A6FE-4CFE-8BAB
1245,6C57-39BB-2864-8F8D-2A8A_2017-07-29 14:00:50,16588.0,3,4,4,1,1,1,1,1.184691059847338,78,3,6,0,3,0,3,24,0,0,0,0,0,3,3,3,6,0,18,3,3,0,0,0,0,3291294.0,0,0,0,54,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,15,0.9949853108424062,1,78,6C57-39BB-2864-8F8D-2A8A
1246,42C2-B4A8-9B45-4EA8-FF25_2017-11-05 00:49:19,1863.0,2,13,10,2,2,2,1,2.7301139630409317,1046,14,40,102,58,16,10,6,10,4,12,112,12,32,10,12,14,38,40,58,96,80,70,108,92,3808668.0,0,0,2,0,536,0,0,0,2,0,102,116,132,86,6,0,0,2,0,0,0,12,10,30,10,0.9995110917612271,1,1046,42C2-B4A8-9B45-4EA8-FF25
1247,3EF9-8D65-3664-C8DA-EFCA_2017-08-20 22:22:58,44035.0,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,588072.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9303361614410218,0,1,3EF9-8D65-3664-C8DA-EFCA
1248,4BA4-EE9E-FA4F-DC85-FFE7_2017-08-29 14:08:34,68421.0,3,3,3,1,1,1,1,0.3767701612564368,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,551521.0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8896332237531898,1,9,4BA4-EE9E-FA4F-DC85-FFE7
1249,CEAF-7924-9F8E-432B-9894_2017-06-21 15:46:09,81852.0,2,5,5,1,1,1,1,1.6439049523438864,90,4,2,16,2,4,10,2,12,10,0,0,2,2,0,0,6,0,4,0,4,4,2,2,2,11282425.0,0,0,0,10,0,0,0,0,0,0,0,14,0,0,2,0,2,0,0,0,0,0,0,0,62,0.9927974300520834,1,90,CEAF-7924-9F8E-432B-9894
1251,658A-873B-A449-9BB2-D967_2017-10-22 14:50:58,9955.0,2,3,3,1,1,1,1,0.5140966973399506,20,0,0,0,0,0,6,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291429.0,0,0,10,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9923504515193056,1,20,658A-873B-A449-9BB2-D967
1252,C692-6CF6-374D-4BA6-EB96_2017-11-01 15:10:33,3387.0,1,3,3,1,1,1,1,0.623848004006291,8,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,866821.0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.996107827094212,1,8,C692-6CF6-374D-4BA6-EB96
1253,438D-9A7F-CB7E-434C-A4F7_2017-05-25 17:12:39,1183.0,1,4,4,1,1,1,1,1.3114896151301974,25,4,0,3,0,1,0,2,0,0,1,0,0,0,1,0,1,2,0,1,3,3,3,0,0,2841354.0,0,0,0,18,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0.9995838224797072,1,25,438D-9A7F-CB7E-434C-A4F7
1254,245D-3622-E5BC-4A2E-8EF7_2017-10-24 13:51:52,1010.0,1,5,5,2,2,2,1,1.2573576223491638,25,1,0,3,3,3,4,2,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,6569773.0,0,2,0,0,0,0,0,0,1,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,5,0.9998462892474154,1,25,245D-3622-E5BC-4A2E-8EF7
1256,AFC5-792E-576C-4766-98FA_2017-06-02 07:03:38,44314.0,1,2,2,1,1,1,1,0.7781325481710262,9,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,1310975.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.967302914728888,1,9,AFC5-792E-576C-4766-98FA
1257,2794-568F-EE4D-4B79-BF62_2017-06-23 03:53:48,3845.0,6,4,4,1,1,1,1,1.957402511444135,570,48,78,24,6,0,0,0,6,0,0,0,0,78,0,18,24,6,78,84,12,36,36,18,18,2147774.0,0,0,0,462,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,90,0.9982129735794302,0,570,2794-568F-EE4D-4B79-BF62
1259,AED9-CFE5-6FD7-4C5A-884F_2017-10-19 20:09:23,1668.0,1,4,4,1,1,1,1,1.0924606245219646,16,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,1,4,0,2115008.0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0.9992119719787064,1,16,AED9-CFE5-6FD7-4C5A-884F
1260,D64C-A524-454F-7FAA-3279_2017-10-18 11:04:13,3490.0,10,5,5,1,1,1,1,0.9525127468791601,74,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,25,16,7,9,0,0,889531.0,0,0,17,8,34,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.9960919172113534,1,74,D64C-A524-454F-7FAA-3279
1261,5AED-3A35-EC4D-3A2F-C58F_2017-07-05 22:41:29,1968.0,1,3,3,1,1,1,1,2.2546036339902327,190,9,1,7,4,1,0,1,0,0,0,1,58,4,20,19,19,10,4,1,5,0,6,9,11,2144427.0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17,0.9990831137791506,1,190,5AED-3A35-EC4D-3A2F-C58F
