,__EVENTCASE__,__SECURITYWARNING__death_period,__SECURITYWARNING__distinct_payload_cat_id,__SECURITYWARNING__distinct_payload_device_id,__SECURITYWARNING__distinct_payload_dip,__SECURITYWARNING__distinct_payload_dport,__SECURITYWARNING__distinct_payload_profile_id,__SECURITYWARNING__distinct_payload_rule_category,__SECURITYWARNING__distinct_payload_rule_severity,__SECURITYWARNING__distinct_payload_sip,__SECURITYWARNING__distinct_payload_url,__SECURITYWARNING__entropy_for_hours_of_day,__SECURITYWARNING__event_type_network_attack_prevented,__SECURITYWARNING__event_type_weak_password_detected,__SECURITYWARNING__event_type_web_threat_blocked,__SECURITYWARNING__hours_of_day_0,__SECURITYWARNING__hours_of_day_1,__SECURITYWARNING__hours_of_day_10,__SECURITYWARNING__hours_of_day_11,__SECURITYWARNING__hours_of_day_12,__SECURITYWARNING__hours_of_day_13,__SECURITYWARNING__hours_of_day_14,__SECURITYWARNING__hours_of_day_15,__SECURITYWARNING__hours_of_day_16,__SECURITYWARNING__hours_of_day_17,__SECURITYWARNING__hours_of_day_18,__SECURITYWARNING__hours_of_day_19,__SECURITYWARNING__hours_of_day_2,__SECURITYWARNING__hours_of_day_20,__SECURITYWARNING__hours_of_day_21,__SECURITYWARNING__hours_of_day_22,__SECURITYWARNING__hours_of_day_23,__SECURITYWARNING__hours_of_day_3,__SECURITYWARNING__hours_of_day_4,__SECURITYWARNING__hours_of_day_5,__SECURITYWARNING__hours_of_day_6,__SECURITYWARNING__hours_of_day_7,__SECURITYWARNING__hours_of_day_8,__SECURITYWARNING__hours_of_day_9,__SECURITYWARNING__live_period,__SECURITYWARNING__locale,__SECURITYWARNING__payload_rule_category_Access Control,__SECURITYWARNING__payload_rule_category_Backdoor/Trojan,__SECURITYWARNING__payload_rule_category_Buffer Overflow,__SECURITYWARNING__payload_rule_category_DoS/DDoS,__SECURITYWARNING__payload_rule_category_Misc,__SECURITYWARNING__payload_rule_category_Scan,__SECURITYWARNING__payload_rule_category_Virus/Worm,__SECURITYWARNING__payload_rule_category_Web Attack,__SECURITYWARNING__rate,__SECURITYWARNING__station_final_status,__SECURITYWARNING__total_event,__STATIONID__
1231,E7A2-B5D4-2E97-4AED-B6DD_2017-07-28 10:50:26,1810.0,1,3,1,1,1,1,1,1,2,0.3767701612564368,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1520889.0,0,0,0,0,0,0,0,0,0,0.998811321213188,1,3,E7A2-B5D4-2E97-4AED-B6DD
1232,9EDE-5523-F4B9-B2FA-CBCA_2017-07-10 15:53:45,86214.0,3,2,1,1,1,1,1,1,3,0.6159905783211985,0,7,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,3742569.0,0,0,0,0,0,0,0,0,0,0.9774826622454184,1,9,9EDE-5523-F4B9-B2FA-CBCA
1233,D249-6894-7894-885A-73EF_2017-10-03 12:16:37,27680.0,5,5,1,2,1,1,1,1,11,1.039720770839918,0,0,18,0,1,2,0,1,1,2,0,1,0,2,0,1,0,0,0,2,0,2,0,0,2,1,0,1840073.0,0,0,0,0,0,0,0,0,0,0.9851800532511524,1,18,D249-6894-7894-885A-73EF
1234,AC75-CB49-854D-C594-BE6E_2017-06-06 15:52:10,1539.0,2,3,1,1,1,1,1,1,4,0.6519508373776711,0,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,1268854.0,0,0,0,0,0,0,0,0,0,0.9987885638538624,1,7,AC75-CB49-854D-C594-BE6E
1235,DEBC-8728-8FEF-4368-BD98_2017-10-13 12:05:18,326729.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,885158.0,0,0,0,1,0,0,0,0,0,0.7303964808600142,1,1,DEBC-8728-8FEF-4368-BD98
1236,96FD-63F5-9C48-6C87-74B8_2017-10-16 14:16:28,1169.0,8,7,4,3,1,2,3,4,19,2.0010065234245142,6,0,66,0,0,4,3,7,16,4,8,11,5,0,0,3,0,0,0,1,2,1,1,2,1,0,3,7178052.0,0,0,0,0,0,0,0,0,6,0.9998371689630392,1,72,96FD-63F5-9C48-6C87-74B8
1237,CC54-BD32-A94F-FEBF-CD3C_2017-06-17 23:23:08,7179.0,3,4,1,1,1,1,1,1,5,0.6816102690529532,0,0,21,0,0,2,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928034.0,0,0,0,0,0,0,0,0,0,0.9923236738582548,1,21,CC54-BD32-A94F-FEBF-CD3C
1239,643A-9ABD-D954-77AE-CC3C_2017-10-22 08:51:07,2521.0,7,9,2,3,1,2,2,7,12,1.2223576364458604,8,0,18,0,0,3,2,0,1,0,0,0,0,0,0,10,0,2,1,0,2,0,1,2,0,1,1,3805529.0,0,0,0,8,0,0,0,0,0,0.9993379813815471,1,26,643A-9ABD-D954-77AE-CC3C
1240,86BF-AF78-8A24-DB2A-C8C6_2017-10-28 00:29:14,8355.0,4,5,3,3,1,3,3,4,6,1.3625684004061225,6,0,20,0,2,4,0,0,0,0,0,0,0,0,1,0,2,2,0,5,3,0,4,1,1,0,1,848385.0,0,3,0,0,0,0,0,0,3,0.9902479165207648,0,26,86BF-AF78-8A24-DB2A-C8C6
1241,F557-4262-D464-76FB-6D55_2017-08-08 09:55:32,1613.0,7,7,2,2,1,2,2,2,13,2.1483985831668493,1,0,120,0,0,11,7,7,21,27,8,1,3,2,0,1,0,1,0,1,0,0,10,11,5,2,3,20377499.0,0,0,0,0,0,1,0,0,0,0.9999208503294944,1,121,F557-4262-D464-76FB-6D55
1242,865E-ECBA-FA49-A5B2-896E_2017-10-22 11:02:04,8598.0,1,4,2,1,1,1,1,4,1,0.623848004006291,7,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,5820117.0,0,0,0,7,0,0,0,0,0,0.9985248892766244,1,7,865E-ECBA-FA49-A5B2-896E
1244,C6ED-CD8C-C9C4-B869-E8BA_2017-06-11 07:53:25,2667.0,1,1,1,1,2,1,1,1,1,0.2868359830561607,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4054465.0,0,0,0,0,0,0,0,0,0,0.9993426390859356,1,2,C6ED-CD8C-C9C4-B869-E8BA
1245,74BC-CCBF-E2E8-4A6B-B7A3_2017-08-28 23:25:13,27232.0,2,1,1,2,1,1,1,1,3,0.4563344322932884,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4913119.0,0,0,0,0,0,0,0,0,0,0.994487841046112,1,5,74BC-CCBF-E2E8-4A6B-B7A3
1246,42BF-846D-3474-FF88-B6DB_2017-08-15 09:41:05,10582.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,676085.0,0,0,0,0,0,0,0,0,0,0.9845893278692583,1,1,42BF-846D-3474-FF88-B6DB
1247,D786-6A45-E545-5A94-C6D2_2017-10-19 08:50:39,108116.0,7,7,7,2,1,4,3,8,6,1.2525188485528216,13,0,12,0,1,5,5,2,0,0,0,0,0,0,0,1,0,2,1,4,1,0,0,0,1,1,1,10202510.0,0,0,0,6,2,0,0,0,5,0.9895141187353708,1,25,D786-6A45-E545-5A94-C6D2
1248,C55E-F95F-6F4E-25B3-B5AE_2017-10-26 06:19:15,2684.0,2,2,3,2,1,2,2,3,2,2.138333059508028,183,0,2,1,0,1,6,38,30,40,20,17,0,0,1,0,7,2,9,6,0,0,3,3,1,0,0,1727765.0,0,0,0,0,0,0,0,0,183,0.9984489574671084,1,185,C55E-F95F-6F4E-25B3-B5AE
1249,E998-6F33-7988-47CC-9EB4_2017-08-14 08:13:58,3950.0,2,2,1,1,1,1,1,1,2,0.2868359830561607,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7506621.0,0,0,0,0,0,0,0,0,0,0.9994740746076429,1,2,E998-6F33-7988-47CC-9EB4
1250,8E58-E995-C588-428D-BECF_2017-06-15 15:21:32,1480.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2549823.0,0,0,0,0,0,0,0,0,0,0.9994199042606856,1,1,8E58-E995-C588-428D-BECF
1251,4E88-4928-EDE4-A9B4-F498_2017-10-22 01:34:40,21914.0,3,4,2,2,1,2,2,3,4,1.1345725477245825,25,0,9,1,0,0,0,1,0,0,8,15,0,0,0,3,0,1,0,0,0,0,0,0,2,3,0,6648116.0,0,0,0,25,0,0,0,0,0,0.9967145575057385,1,34,4E88-4928-EDE4-A9B4-F498
1252,BDCD-8537-BC24-CD84-746A_2017-09-06 13:52:57,44965.0,2,3,1,2,1,1,1,1,2,0.3767701612564368,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,905517.0,0,0,0,0,0,0,0,0,0,0.9526924234230632,1,3,BDCD-8537-BC24-CD84-746A
1253,58A9-9F88-8447-FA2B-E5DA_2017-09-17 19:08:59,2340.0,4,4,3,2,1,3,2,3,2,0.5442837329694393,2,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,723681.0,0,0,0,1,0,0,0,0,1,0.9967769527327722,1,6,58A9-9F88-8447-FA2B-E5DA
1254,39FD-B728-E4DB-FAFF-24C6_2017-08-18 02:57:46,1170.0,3,2,1,2,1,1,1,1,3,0.8239592165010823,0,0,10,0,0,0,0,1,1,2,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,1995676.0,0,0,0,0,0,0,0,0,0,0.9994140759978486,1,10,39FD-B728-E4DB-FAFF-24C6
1255,F325-A8FC-B4DD-4582-9D3B_2017-10-10 15:20:39,251361.0,5,6,3,3,2,2,2,4,11,1.7081817175329257,8,0,35,0,0,3,4,4,4,5,1,2,1,1,0,3,0,0,0,0,0,0,6,2,1,5,1,9196141.0,0,0,0,8,0,0,0,0,0,0.9733939193661986,0,43,F325-A8FC-B4DD-4582-9D3B
1257,8FC4-3BBF-54BC-DA7C-6C59_2017-08-16 01:36:11,1757.0,2,2,3,1,1,2,2,2,1,0.3445982481028228,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1294947.0,0,5,0,3,0,0,0,0,0,0.99864502615863,1,8,8FC4-3BBF-54BC-DA7C-6C59
1258,679B-76DF-86B4-7EFA-BF3E_2017-09-07 03:10:22,1076.0,6,8,10,3,1,4,4,7,9,2.578629173891136,258,0,145,13,23,24,25,48,13,3,0,0,0,0,1,39,2,24,20,20,25,21,13,23,34,18,14,1556220.0,0,1,0,39,0,0,218,0,0,0.9993090587788064,1,403,679B-76DF-86B4-7EFA-BF3E
1259,32A3-B89E-4398-4ADA-DDFE_2017-09-19 13:32:28,42380.0,1,1,1,1,1,1,1,1,2,0.3445982481028228,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1317746.0,0,0,0,0,0,0,0,0,0,0.9688411220725138,0,6,32A3-B89E-4398-4ADA-DDFE
1260,4DC5-3FC6-2D64-5759-737A_2017-08-25 05:07:24,8394.0,7,4,6,3,1,4,3,5,12,1.8030334944175903,12,0,34,0,3,6,0,3,2,4,1,0,1,0,0,7,0,0,0,2,4,2,1,2,1,5,2,3464311.0,0,1,0,9,0,0,0,0,2,0.9975828640785784,1,46,4DC5-3FC6-2D64-5759-737A
1261,8F8F-2FEA-6DA5-4FED-B8D2_2017-06-08 22:41:08,18629.0,3,3,2,1,1,2,2,2,3,0.6159905783211985,1,0,7,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2121363.0,0,0,0,0,0,0,0,0,1,0.9912948272703824,1,8,8F8F-2FEA-6DA5-4FED-B8D2
1262,5778-78DD-7C44-2E9C-EA28_2017-05-28 00:46:51,471248.0,3,2,2,1,1,2,2,2,3,0.7097131024243333,3,0,5,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,2,1521989.0,0,0,0,0,0,0,0,3,0,0.7635765340498897,0,8,5778-78DD-7C44-2E9C-EA28
1263,6FFD-F2C9-AB3F-45E8-FDE4_2017-10-06 06:22:52,2914628.0,2,3,3,1,1,2,1,3,1,0.7892773734611849,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,3,0,0,5,0,0,1097267.0,0,0,0,2,0,0,0,0,16,0.2735034192071328,0,18,6FFD-F2C9-AB3F-45E8-FDE4
1264,C62F-E25F-2645-4558-F675_2017-07-31 21:38:23,355432.0,2,1,1,1,1,1,1,1,2,0.1732052067491771,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,388205.0,0,0,0,0,0,0,0,0,0,0.5220356168399367,1,2,C62F-E25F-2645-4558-F675
1265,9723-564D-3647-B4BA-79CF_2017-10-07 07:57:32,140929.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1673784.0,0,0,0,0,0,0,0,0,0,0.9223408880632916,0,1,9723-564D-3647-B4BA-79CF
1267,9987-FDB5-947B-4C9F-89B8_2017-08-16 19:01:44,3422.0,4,4,5,3,1,4,3,4,3,0.5442837329694393,4,0,2,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,978271.0,0,1,0,0,0,1,0,0,2,0.9965141851882412,1,6,9987-FDB5-947B-4C9F-89B8
1268,85DA-4E7F-E8B4-2378-A5A3_2017-09-14 22:58:11,116054.0,4,1,1,2,1,1,1,1,6,0.623848004006291,0,0,12,2,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,2103614.0,0,0,0,0,0,0,0,0,0,0.9477156043156004,1,12,85DA-4E7F-E8B4-2378-A5A3
1269,A73F-535E-37B4-A5B6-44CC_2017-06-17 02:36:13,29006.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779882.0,0,0,0,0,0,1,0,0,0,0.9641408946603238,0,1,A73F-535E-37B4-A5B6-44CC
1270,2E86-883F-348D-825A-7FB7_2017-09-15 05:36:41,1689.0,4,3,3,3,1,3,3,3,3,0.5442837329694393,6,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,9511563.0,0,5,0,1,0,0,0,0,0,0.9998224581877996,1,8,2E86-883F-348D-825A-7FB7
1271,2A77-D598-6374-DF6B-B5C2_2017-10-25 23:33:26,1400.0,5,5,2,2,1,2,2,2,16,1.1097173342292843,1,0,16,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3,2,0,0,2,1,3119000.0,0,0,0,1,0,0,0,0,0,0.9995513395718496,1,17,2A77-D598-6374-DF6B-B5C2
1272,E326-3AD2-E3A4-758B-D4E2_2017-08-19 10:51:53,38501.0,7,3,5,3,1,4,2,12,15,1.8862280377200704,47,0,41,0,0,5,15,0,8,0,0,0,0,0,0,1,0,2,1,2,1,3,24,5,7,9,5,9603071.0,0,2,0,0,0,1,0,0,44,0.9960067715098742,1,88,E326-3AD2-E3A4-758B-D4E2
1273,D94F-A322-FE47-FB83-B3E9_2017-08-25 08:42:15,2687.0,7,18,6,2,1,4,3,16,5,2.0441480782630603,736,12,7,2,9,2,1,1,1,1,1,0,1,0,0,0,0,67,180,118,64,182,117,3,2,1,2,2881990.0,0,0,0,734,0,1,0,0,1,0.9990685265629392,1,755,D94F-A322-FE47-FB83-B3E9
1274,C5B4-45C8-74E4-353B-54E7_2017-09-27 23:27:52,208667.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728572.0,0,0,0,1,0,0,0,0,0,0.7773598836582771,1,1,C5B4-45C8-74E4-353B-54E7
1275,9987-FDB5-947B-4C9F-89B8_2017-10-04 14:12:14,1187.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688173.0,0,0,0,1,0,0,0,0,0,0.998278113032378,1,1,9987-FDB5-947B-4C9F-89B8
1276,C9DE-7BC5-5C4D-5999-95F9_2017-09-13 01:10:37,35861.0,3,3,2,2,1,2,2,2,3,0.8965413061410984,1,0,71,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,17,0,1,18,1,0,0,1,0,1464642.0,0,0,0,1,0,0,0,0,0,0.9761006809050032,1,72,C9DE-7BC5-5C4D-5999-95F9
1277,A2BD-3CBD-8BF4-26B9-2F9F_2017-05-15 10:30:51,1281675.0,3,4,1,1,1,1,1,1,7,0.847039638507847,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,9,11,0,0,0,2199080.0,0,0,0,0,0,0,0,0,0,0.6317824724808268,1,27,A2BD-3CBD-8BF4-26B9-2F9F
1278,8ACD-4DAE-A8F4-AD99-66D3_2017-11-08 13:39:50,37210.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2333124.0,0,0,0,2,0,0,0,0,0,0.9843017903805962,0,2,8ACD-4DAE-A8F4-AD99-66D3
1279,F6C3-EA7A-D48B-F9C2-3B89_2017-11-08 12:28:13,9477.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,718811.0,0,0,0,1,0,0,0,0,0,0.986987290742124,1,1,F6C3-EA7A-D48B-F9C2-3B89
1280,8242-524D-8EAA-46D7-BB83_2017-06-25 03:55:05,3688.0,3,2,1,1,1,1,1,1,5,0.7315151084145227,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,3950694.0,0,0,0,0,0,0,0,0,0,0.9990673637498856,1,9,8242-524D-8EAA-46D7-BB83
1282,3322-88EB-E6F4-FDEB-DDBF_2017-11-01 13:08:38,2775.0,9,8,6,3,1,3,3,6,11,1.5576572015362982,14,0,53,1,0,7,36,0,0,0,0,0,0,0,1,0,1,0,6,0,5,2,0,4,1,3,0,3464840.0,0,0,0,4,0,0,10,0,0,0.9991997381485546,1,67,3322-88EB-E6F4-FDEB-DDBF
1283,5FC3-9589-9DA4-435B-824D_2017-11-02 13:48:15,1311.0,2,2,1,2,1,1,1,1,2,0.3767701612564368,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,725842.0,0,0,0,0,0,0,0,0,0,0.9981970781939976,1,3,5FC3-9589-9DA4-435B-824D
1284,9848-DB76-5FE3-45F3-8FCF_2017-09-07 03:07:38,2808.0,7,7,5,3,1,3,3,3,12,1.5945324846100115,7,0,31,0,1,5,2,0,0,0,0,0,0,0,0,1,2,4,6,2,1,2,0,3,1,6,2,14370711.0,0,4,0,0,0,0,0,0,3,0.9998046407424652,1,38,9848-DB76-5FE3-45F3-8FCF
1286,8D37-E845-EC89-4D98-2654_2017-10-02 10:35:17,198030.0,5,7,5,2,1,3,3,5,2,0.8369882167858358,6,5,1,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,1061602.0,0,2,0,4,0,0,0,0,0,0.842787417277427,1,12,8D37-E845-EC89-4D98-2654
1287,5FC3-9589-9DA4-435B-824D_2017-07-15 02:05:56,3063.0,4,3,2,1,1,2,2,2,4,0.4505612088663046,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,691948.0,0,0,0,1,0,0,0,0,0,0.9955928755084452,1,4,5FC3-9589-9DA4-435B-824D
1288,34E2-689A-82E4-C46A-F3FF_2017-10-29 10:22:22,9768.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1755137.0,0,0,0,1,0,0,0,0,0,0.994465424484604,1,1,34E2-689A-82E4-C46A-F3FF
1289,546C-4D9A-734F-8BD4-2CC3_2017-04-25 09:57:53,37233.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,686516.0,0,0,0,0,0,0,0,0,0,0.9485553693338435,1,1,546C-4D9A-734F-8BD4-2CC3
1291,2FEC-ABA2-9C74-E4AF-8297_2017-07-19 09:06:11,2793.0,5,4,3,1,1,3,2,3,6,1.3061883841920217,3,0,26,2,0,3,4,3,2,4,0,0,0,0,0,1,0,0,0,0,2,3,0,5,0,0,0,11165691.0,0,1,0,2,0,0,0,0,0,0.9997499212963908,1,29,2FEC-ABA2-9C74-E4AF-8297
1292,7CCB-7FFA-8C48-4DA3-8DFB_2017-10-17 05:37:10,1966970.0,8,8,4,3,1,4,3,3,26,2.41540790240997,1226,0,53,85,120,0,2,1,0,0,0,0,0,0,1,160,4,2,2,12,166,165,167,170,177,34,11,4663158.0,0,1,0,0,0,0,1224,0,1,0.7033285028584667,0,1279,7CCB-7FFA-8C48-4DA3-8DFB
1296,74BC-CCBF-E2E8-4A6B-B7A3_2017-10-08 14:21:17,2061.0,4,3,3,3,1,2,2,3,3,0.4563344322932884,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,3482532.0,0,0,0,3,0,0,0,0,0,0.9994085392469078,1,5,74BC-CCBF-E2E8-4A6B-B7A3
1299,6E79-ACD4-A9D4-F889-ABBB_2017-09-01 03:48:49,10429.0,4,2,1,3,1,1,1,1,9,1.567224909183783,0,0,61,5,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,21,14,2,2,1,2,3,1,2856889.0,0,0,0,0,0,0,0,0,0,0.9963628031491448,0,61,6E79-ACD4-A9D4-F889-ABBB
1300,4A25-CB25-4354-BCAC-46E8_2017-10-05 06:41:50,5785.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1657155.0,0,0,0,0,0,0,0,0,1,0.9965212214511648,1,1,4A25-CB25-4354-BCAC-46E8
1301,B8C4-894E-A446-4395-492F_2017-10-24 12:26:53,7786.0,2,2,2,2,1,2,2,2,2,0.4563344322932884,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1577461.0,0,0,0,0,0,0,3,0,0,0.9950884625550468,1,4,B8C4-894E-A446-4395-492F
1302,FAC9-9B57-5274-9492-9FD9_2017-11-08 00:20:57,7655.0,5,9,2,3,1,2,2,2,13,1.3102811135994834,1,0,27,1,0,1,10,4,1,1,0,0,0,0,0,0,0,1,0,0,3,2,0,1,2,1,0,3283461.0,0,0,0,1,0,0,0,0,0,0.9976740412674606,1,28,FAC9-9B57-5274-9492-9FD9
1304,D237-726E-566A-424C-BAD4_2017-10-21 17:18:19,16920.0,1,1,1,1,1,1,1,1,1,0.2868359830561607,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,971777.0,0,0,0,0,0,0,0,0,0,0.9828865668652782,1,8,D237-726E-566A-424C-BAD4
1306,E326-3AD2-E3A4-758B-D4E2_2017-09-14 22:26:55,34226.0,4,3,4,3,1,3,3,3,6,1.4203306654527843,3,0,70,1,6,23,1,2,0,0,0,0,0,0,0,20,0,0,0,2,0,0,0,2,1,14,1,2249601.0,0,0,0,2,0,0,0,0,1,0.9850137510415632,1,73,E326-3AD2-E3A4-758B-D4E2
1308,FD68-BFCC-5C94-ED4A-7E94_2017-07-04 15:39:41,68161.0,3,4,1,1,1,1,1,1,6,0.623848004006291,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1170027.0,0,0,0,0,0,0,0,0,0,0.9449510090551676,1,7,FD68-BFCC-5C94-ED4A-7E94
1309,BED5-79AC-D3B4-B64A-8B6C_2017-08-21 00:43:39,8630.0,3,4,1,1,1,1,1,1,5,0.8358948132176883,0,0,20,0,13,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,9645489.0,0,0,0,0,0,0,0,0,0,0.9991060810416776,1,20,BED5-79AC-D3B4-B64A-8B6C
1310,D28F-E24B-E747-7A84-B769_2017-07-23 11:24:54,787032.0,2,1,1,1,1,1,1,1,2,0.1732052067491771,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949394.0,0,0,0,0,0,0,0,0,0,0.5467517763498128,0,2,D28F-E24B-E747-7A84-B769
1312,A894-5BA6-4B3F-86F5-5A92_2017-06-10 05:09:40,157115.0,8,7,4,1,1,4,3,10,5,1.1995953573025018,16,0,6,0,2,1,0,0,1,0,1,1,0,3,1,1,3,0,0,0,1,0,3,1,2,1,0,1330266.0,0,0,0,5,1,0,0,0,10,0.8943680200298377,0,22,A894-5BA6-4B3F-86F5-5A92
1314,82B5-884D-6C34-F2B3-49AB_2017-07-24 22:45:26,2851.0,2,2,2,1,1,2,2,2,1,0.3445982481028228,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,829439.0,0,0,0,0,0,0,0,0,1,0.9965745112881328,1,4,82B5-884D-6C34-F2B3-49AB
1315,3649-E39D-C222-4FD5-BE73_2017-06-02 02:03:42,18552.0,2,3,1,1,1,1,1,1,2,0.6749754468353846,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,593508.0,0,0,0,0,0,0,0,0,0,0.969689246152338,1,7,3649-E39D-C222-4FD5-BE73
1316,98A5-2BC4-984C-83AC-DD23_2017-09-12 04:56:28,26642.0,2,2,1,1,1,1,1,1,2,0.3445982481028228,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4055858.0,0,0,0,0,0,0,0,0,0,0.9934740967544397,1,3,98A5-2BC4-984C-83AC-DD23
1318,E3AC-86CD-A34D-DAEE-FF29_2017-05-02 22:36:23,428742.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2638676.0,0,0,0,0,0,0,0,0,0,0.8602270704546952,1,1,E3AC-86CD-A34D-DAEE-FF29
1319,B88B-ECDE-C245-EAA9-6AAA_2017-10-12 12:40:00,1180.0,9,6,9,3,1,4,3,7,13,1.5926571874396012,12,0,28,2,4,1,1,2,1,0,0,0,0,0,0,0,1,4,0,0,3,5,4,5,1,2,4,5830135.0,0,4,0,0,0,4,0,0,4,0.999797644270632,1,40,B88B-ECDE-C245-EAA9-6AAA
